smyth-id,citation,author,work,loc
s2202,Xen. Hell. 4.8.16,X.,H., 4.8.16
s2202,Hom. Od. 12.156,H.,Od.,12.156
s2203,Xen. Cyrop. 2.1.21,X.,C., 2.1.21
s2203,Aesch. Lib. 265,A.,Ch., 265
s2204,Dem. 21.43,D.,, 21.43
s2204,Plat. Apol. 26d,P.,A., 26d
s2207,Xen. Anab. 3.1.12,X.,A., 3.1.12
s2207,Dem. 41.2,D.,, 41.2
s2207,Plat. Apol. 39a,P.,A., 39a
s2207,Hdt. 2.121,Hdt.,, 2.121
s2211,Xen. Anab. 4.6.10,X.,A., 4.6.10
s2211,Thuc. 3.4,T.,, 3.4
s2211,Dem. 2.12,D.,, 2.12
s2211,Xen. Anab. 1.3.11,X.,A., 1.3.11
s2211,Soph. Aj. 556,S.,Aj., 556
s2212,Xen. Cyrop. 8.1.43,X.,C., 8.1.43
s2213,Xen. Sym. 4,X.,S., 4
s2213,Lys. 1.21,L.,, 1.21
s2213,Xen. Anab. 1.7.3,X.,A., 1.7.3
s2213,Aristoph. Cl. 824,Ar.,Nub., 824
s2214,Thuc. 1.57,T.,, 1.57
s2214,Plat. Crito 49c,P.,Cr., 49c
s2214,Dem. 6.25,D.,, 6.25
s2214,Xen. Anab. 4.6.10,X.,A., 4.6.10
s2215,Xen. Cyrop. 5.5.48,X.,C., 5.5.48
s2215,Plat. Gorg. 481a,P.,G., 481a
s2217,Hom. Od. 1.295,H.,Od.,1.295
s2217,Hom. Od. 4.545,H.,Od.,4.545
s2218,Aristoph. Ach. 536,Ar.,Ach., 536
s2218,Plat. Rep. 339a,P.,R., 339a
s2218,Antiph. 1.23,Ant.,, 1.23
s2218,Plat. Rep. 549e,P.,R., 549e
s2218,Plat. Phaedo 59e,P.,Ph., 59e
s2219,Andoc. 3.14,And.,, 3.14
s2219,Xen. Anab. 5.6.21,X.,A., 5.6.21
s2220,Plat. Phaedo 91c,P.,Ph., 91c
s2220,Hdt. 3.36,Hdt.,, 3.36
s2220,Xen. Cyrop. 4.1.15,X.,C., 4.1.15
s2220,Xen. Mem. 3.6.16,X.,M., 3.6.16
s2220,Thuc. 3.53,T.,, 3.53
s2220,Xen. Cyrop. 5.2.9,X.,C., 5.2.9
s2222,Hom. Il. 11.470,H.,Il.,11.470
s2222,Hom. Il. 8.521,H.,Il.,8.521
s2225,Thuc. 3.57,T.,, 3.57
s2225,Xen. Anab. 1.7.7,X.,A., 1.7.7
s2225,Xen. Anab. 1.10.9,X.,A., 1.10.9
s2225,Xen. Anab. 3.5.3,X.,A., 3.5.3
s2225,Xen. Cyrop. 3.1.22,X.,C., 3.1.22
s2225,Xen. Anab. 3.2.25,X.,A., 3.2.25
s2225,Xen. Mem. 4.2.39,X.,M., 4.2.39
s2226,Thuc. 2.101,T.,, 2.101
s2226,Aeschin. 2.4,Aes.,, 2.4
s2226,Xen. Sym. 2,X.,S., 2
s2227,Soph. Aj. 279,S.,Aj., 279
s2227,Hdt. 7.103,Hdt.,, 7.103
s2228,Soph. Ant. 1114,S.,Ant., 1114
s2228,Xen. Anab. 5.7.26,X.,A., 5.7.26
s2228,Hom. Od. 13.216,H.,Od.,13.216
s2228,Hom. Od. 24.491,H.,Od.,24.491
s2229,Xen. Mem. 1.2.7,X.,M., 1.2.7
s2229,Xen. Hell. 6.4.27,X.,H., 6.4.27
s2229,Plat. Euthyph. 15d,P.,Euth., 15d
s2229,Plat. Phileb. 13a,P.,Phil., 13a
s2229,Xen. Cyrop. 4.1.18,X.,C., 4.1.18
s2230,Plat. Euthyph. 4e,P.,Euth., 4e
s2230,Xen. Mem. 2.9.3,X.,M., 2.9.3
s2231,Dem. 9.75,D.,, 9.75
s2231,Isoc. 17.22,I.,, 17.22
s2232,Lys. 13.51,L.,, 13.51
s2232,Xen. Ways 4.41,X.,Vect., 4.41
s2233,Andoc. 1.103,And.,, 1.103
s2233,Thuc. 3.53,T.,, 3.53
s2233,Hom. Od. 5.300,H.,Od.,5.300
s2233,Aristoph. Cl. 493,Ar.,Nub., 493
s2233,Plat. Theaet. 145b,P.,Th., 145b
s2234,Eur. Med. 184,E.,Med., 184
s2234,Eur. IT 995,E.,I. T., 995
s2234,Plat. Theaet. 195c,P.,Th., 195c
s2235,Xen. Cyrop. 5.2.12,X.,C., 5.2.12
s2236,Xen. Anab. 3.1.12,X.,A., 3.1.12
s2238,Xen. Cyrop. 8.7.15,X.,C., 8.7.15
s2238,Thuc. 5.105,T.,, 5.105
s2238,Dem. 18.258,D.,, 18.258
s2239,Xen. Anab. 7.3.35,X.,A., 7.3.35
s2240,Hdt. 1.68,Hdt.,, 1.68
s2240,Xen. Cyrop. 8.4.31,X.,C., 8.4.31
s2240,Isoc. 4.186,I.,, 4.186
s2240,Dem. 1.1,D.,, 1.1
s2240,Xen. Anab. 3.2.2,X.,A., 3.2.2
s2241,Xen. Anab. 1.3.5,X.,A., 1.3.5
s2241,Xen. Hiero 6.12,X.,Hi., 6.12
s2241,Xen. Anab. 2.2.14,X.,A., 2.2.14
s2242,Thuc. 2.21,T.,, 2.21
s2242,Xen. Hell. 7.1.34,X.,H., 7.1.34
s2243,Plat. Prot. 335d,P.,Pr., 335d
s2243,Dem. 18.49,D.,, 18.49
s2244,Soph. El. 352,S.,El., 352
s2244,Plat. Gorg. 474b,P.,G., 474b
s2244,Soph. OT 661,S.,O. T., 661
s2244,Soph. OT 390,S.,O. T., 390
s2244,Plat. Sym. 187a,P.,S., 187a
s2244,Soph. Aj. 39,S.,Aj., 39
s2244,Xen. Cyrop. 4.2.25,X.,C., 4.2.25
s2244,Hom. Il. 4.32,H.,Il.,4.32
s2246,Xen. Anab. 6.1.26,X.,A., 6.1.26
s2247,Xen. Hell. 2.3.53,X.,H., 2.3.53
s2247,Plat. Lach. 194a,P.,Lach., 194a
s2247,Thuc. 6.60,T.,, 6.60
s2247,Aeschin. 1.85,Aes.,, 1.85
s2247,Plat. Meno 91d,P.,Men., 91d
s2247,Plat. Phaedo 95a,P.,Ph., 95a
s2247,Aeschin. 2.157,Aes.,, 2.157
s2247,Xen. Anab. 1.4.7,X.,A., 1.4.7
s2247,Xen. Cyrop. 4.3.3,X.,C., 4.3.3
s2248,Xen. Mem. 4.8.2,X.,M., 4.8.2
s2248,Xen. Anab. 1.3.3,X.,A., 1.3.3
s2253,Hom. Od. 6.21,H.,Od.,6.21
s2259,Xen. Anab. 1.4.8,X.,A., 1.4.8
s2259,Xen. Anab. 1.1.5,X.,A., 1.1.5
s2259,Xen. Hell. 4.1.33,X.,H., 4.1.33
s2259,Thuc. 3.21,T.,, 3.21
s2259,Xen. Anab. 2.2.17,X.,A., 2.2.17
s2261,Dem. 18.257,D.,, 18.257
s2261,Dem. 19.72,D.,, 19.72
s2263,Xen. Anab. 4.2.27,X.,A., 4.2.27
s2263,Dem. 54.5,D.,, 54.5
s2263,Xen. Anab. 1.5.13,X.,A., 1.5.13
s2264,Xen. Hell. 4.8.23,X.,H., 4.8.23
s2264,Xen. Anab. 3.3.7,X.,A., 3.3.7
s2264,Eur. Hec. 1107,E.,Hec., 1107
s2265,Xen. Anab. 2.5.15,X.,A., 2.5.15
s2265,Lys. 13.18,L.,, 13.18
s2265,Xen. Anab. 7.3.5,X.,A., 7.3.5
s2265,Dem. 21.62,D.,, 21.62
s2265,Antiph. 5.43,Ant.,, 5.43
s2266,Lys. 3.29,L.,, 3.29
s2267,Plat. Gorg. 479c,P.,G., 479c
s2267,Xen. Anab. 1.5.10,X.,A., 1.5.10
s2267,Aesch. Eum. 82,A.,Eum., 82
s2268,Dem. 18.81,D.,, 18.81
s2268,Xen. Anab. 5.6.26,X.,A., 5.6.26
s2269,Isoc. 17.11,I.,, 17.11
s2269,Xen. Hell. 3.5.23,X.,H., 3.5.23
s2269,Dem. 29.5,D.,, 29.5
s2269,Dem. 16.4,D.,, 16.4
s2269,Aeschin. 3.256,Aes.,, 3.256
s2269,Xen. Mem. 4.8.1,X.,M., 4.8.1
s2269,Xen. Hell. 6.2.6,X.,H., 6.2.6
s2270,Xen. Anab. 6.1.31,X.,A., 6.1.31
s2270,Xen. Cyrop. 8.7.27,X.,C., 8.7.27
s2270,Thuc. 2.49,T.,, 2.49
s2270,Isaeus 3.37,Is.,, 3.37
s2271,Xen. Cyrop. 6.3.19,X.,C., 6.3.19
s2271,Plat. Prot. 314b,P.,Pr., 314b
s2271,Thuc. 5.35,T.,, 5.35
s2271,Xen. Anab. 1.6.6,X.,A., 1.6.6
s2274,Xen. Anab. 4.4.11,X.,A., 4.4.11
s2274,Isoc. 16.9,I.,, 16.9
s2274,Dem. 18.120,D.,, 18.120
s2274,Lys. 17.1,L.,, 17.1
s2274,Xen. Hell. 6.1.14,X.,H., 6.1.14
s2274,Xen. Anab. 2.3.25,X.,A., 2.3.25
s2274,Plat. Apol. 22e,P.,A., 22e
s2275,Dem. 29.47,D.,, 29.47
s2275,Plat. Phaedrus 274a,P.,Phae., 274a
s2275,Xen. Cyrop. 1.3.18,X.,C., 1.3.18
s2276,Andoc. 4.20,And.,, 4.20
s2276,Xen. Cyrop. 7.5.46,X.,C., 7.5.46
s2276,Dem. 10.40,D.,, 10.40
s2277,Xen. Sym. 9,X.,S., 9
s2277,Thuc. 5.6,T.,, 5.6
s2278,Xen. Cyrop. 5.5.30,X.,C., 5.5.30
s2278,Dem. 37.49,D.,, 37.49
s2278,Xen. Cyrop. 7.5.37,X.,C., 7.5.37
s2279,Thuc. 1.103,T.,, 1.103
s2279,Plat. Apol. 29c,P.,A., 29c
s2279,Xen. Anab. 4.2.19,X.,A., 4.2.19
s2279,Xen. Hell. 2.3.11,X.,H., 2.3.11
s2288,Plat. Theaet. 154c,P.,Th., 154c
s2288,Dem. 18.198,D.,, 18.198
s2300,Plat. Apol. 17b,P.,A., 17b
s2300,Plat. Prot. 312c,P.,Pr., 312c
s2300,Aristoph. Frogs 579,Ar.,Ran., 579
s2300,Dem. 18.10,D.,, 18.10
s2300,Plat. Phaedo 78b,P.,Ph., 78b
s2300,Dem. 27.37,D.,, 27.37
s2300,Antiph. 5.85,Ant.,, 5.85
s2300,Thuc. 3.40,T.,, 3.40
s2300,Xen. Anab. 1.7.9,X.,A., 1.7.9
s2300,Plat. Prot. 319a,P.,Pr., 319a
s2300,Thuc. 3.54,T.,, 3.54
s2300,Plat. Rep. 408c,P.,R., 408c
s2300,Aeschin. 3.188,Aes.,, 3.188
s2300,Dem. 18.223,D.,, 18.223
s2300,Xen. Anab. 7.3.14,X.,A., 7.3.14
s2301,Aristoph. Birds 759,Ar.,Av., 759
s2301,Xen. Anab. 1.3.16,X.,A., 1.3.16
s2309,Xen. Cyrop. 1.2.16,X.,C., 1.2.16
s2309,Thuc. 1.9,T.,, 1.9
s2309,Xen. Anab. 6.6.15,X.,A., 6.6.15
s2310,Dem. 19.173,D.,, 19.173
s2310,Antiph. 5.13,Ant.,, 5.13
s2310,Antiph. 6.10,Ant.,, 6.10
s2310,Aeschin. 3.252,Aes.,, 3.252
s2310,Plat. Apol. 31d,P.,A., 31d
s2310,Xen. Anab. 2.1.4,X.,A., 2.1.4
s2310,Xen. Anab. 7.6.23,X.,A., 7.6.23
s2310,Plat. Gorg. 514d,P.,G., 514d
s2310,Plat. Euthyph. 12d,P.,Euth., 12d
s2310,Soph. Ant. 755,S.,Ant., 755
s2310,Xen. Anab. 7.7.11,X.,A., 7.7.11
s2311,Hom. Il. 23.274,H.,Il.,23.274
s2311,Hom. Il. 24.220,H.,Il.,24.220
s2312,Dem. 18.206,D.,, 18.206
s2312,Eur. Med. 568,E.,Med., 568
s2312,Isoc. 4.102,I.,, 4.102
s2312,Andoc. 1.57,And.,, 1.57
s2312,Lys. 6.39,L.,, 6.39
s2312,Xen. Mem. 3.5.8,X.,M., 3.5.8
s2314,Plat. Apol. 33d,P.,A., 33d
s2314,Isaeus 3.28,Is.,, 3.28
s2314,Lys. 32.23,L.,, 32.23
s2315,Xen. Anab. 5.1.10,X.,A., 5.1.10
s2315,Lys. 33.4,L.,, 33.4
s2318,Hom. Od. 13.383,H.,Od.,13.383
s2319,Aeschin. 3.123,Aes.,, 3.123
s2319,Xen. Anab. 4.1.11,X.,A., 4.1.11
s2320,Lys. 7.37,L.,, 7.37
s2320,Xen. Anab. 7.6.21,X.,A., 7.6.21
s2322,Eur. Orest. 1593,E.,Or., 1593
s2322,Plat. Euthyd. 299b,P.,Eu., 299b
s2322,Plat. Crito 50c,P.,Cr., 50c
s2322,Dem. 18.178,D.,, 18.178
s2322,Plat. Phaedrus 259a,P.,Phae., 259a
s2322,Plat. Crito 51d,P.,Cr., 51d
s2322,Hdt. 8.21,Hdt.,, 8.21
s2322,Dem. 4.11,D.,, 4.11
s2326,Aristoph. Frogs 586,Ar.,Ran., 586
s2326,Plat. Crat. 426b,P.,Crat., 426b
s2326,Xen. Cyrop. 3.2.13,X.,C., 3.2.13
s2326,Xen. Anab. 5.1.9,X.,A., 5.1.9
s2326,Plat. Crito 48d,P.,Cr., 48d
s2326,Plat. Gorg. 503d,P.,G., 503d
s2326,Eur. Andr. 381,E.,And., 381
s2326,Xen. Anab. 3.4.41,X.,A., 3.4.41
s2326,Plat. Prot. 310a,P.,Pr., 310a
s2326,,Men.,Sent., 165
s2326,Xen. Mem. 1.2.36,X.,M., 1.2.36
s2327,Soph. OC 1443,S.,O. C., 1443
s2327,Thuc. 6.21,T.,, 6.21
s2328,Isoc. 12.237,I.,, 12.237
s2328,Aesch. Ag. 208,A.,Ag., 208
s2328,Aeschin. 3.254,Aes.,, 3.254
s2328,Hdt. 3.36,Hdt.,, 3.36
s2328,Hdt. 1.71,Hdt.,, 1.71
s2328,Xen. Apol. 6,X.,Ap., 6
s2328,Dem. 8.17,D.,, 8.17
s2328,Lys. 27.7,L.,, 27.7
s2328,Isoc. 6.107,I.,, 6.107
s2328,Xen. Cyrop. 4.1.15,X.,C., 4.1.15
s2328,Lys. 7.41,L.,, 7.41
s2328,Xen. Cyrop. 6.1.13,X.,C., 6.1.13
s2328,Eur. Phoen. 1621,E.,Phoen., 1621
s2328,Soph. Ant. 93,S.,Ant., 93
s2328,Aristoph. Cl. 586,Ar.,Nub., 586
s2329,Plat. Prot. 361a,P.,Pr., 361a
s2329,Aesch. Ag. 37,A.,Ag., 37
s2329,Soph. El. 548,S.,El., 548
s2329,Plat. Apol. 28d,P.,A., 28d
s2329,Aesch. PB 979,A.,Pr., 979
s2329,Plat. Gorg. 469c,P.,G., 469c
s2330,Hom. Od. 14.193,H.,Od.,14.193
s2331,Hdt. 7.214,Hdt.,, 7.214
s2332,Plat. Prot. 311b,P.,Pr., 311b
s2333,Xen. Anab. 5.6.4,X.,A., 5.6.4
s2334,Hom. Il. 11.386,H.,Il.,11.386
s2334,Hom. Il. 23.893,H.,Il.,23.893
s2334,Hom. Od. 7.52,H.,Od.,7.52
s2334,Hom. Od. 12.345,H.,Od.,12.345
s2337,Eur. Alc. 671,E.,Alc., 671
s2337,,Men.,Sent., 108
s2338,Xen. Cyrop. 1.2.2,X.,C., 1.2.2
s2339,Soph. Ant. 710,S.,Ant., 710
s2340,Xen. Anab. 4.5.8,X.,A., 4.5.8
s2340,Thuc. 8.66,T.,, 8.66
s2340,Hom. Il. 24.768,H.,Il.,24.768
s2341,Xen. Mem. 4.6.13,X.,M., 4.6.13
s2341,Xen. Anab. 2.3.11,X.,A., 2.3.11
s2342,Xen. Anab. 5.1.16,X.,A., 5.1.16
s2342,Soph. Trach. 944,S.,Tr., 944
s2342,Thuc. 2.37,T.,, 2.37
s2342,Thuc. 7.10,T.,, 7.10
s2343,Xen. Mem. 3.6.18,X.,M., 3.6.18
s2343,Dem. 19.138,D.,, 19.138
s2344,Xen. Anab. 3.2.24,X.,A., 3.2.24
s2344,Soph. Ant. 240,S.,Ant., 240
s2344,Xen. Anab. 3.1.2,X.,A., 3.1.2
s2344,Thuc. 2.11,T.,, 2.11
s2344,Aristoph. Cl. 792,Ar.,Nub., 792
s2344,Dem. 21.120,D.,, 21.120
s2344,Thuc. 2.35,T.,, 2.35
s2344,Aristoph. Cl. 904,Ar.,Nub., 904
s2344,Dem. 18.49,D.,, 18.49
s2344,Dem. 18.209,D.,, 18.209
s2344,Hom. Od. 2.5,H.,Od.,2.5
s2345,Xen. Cyrop. 5.1.6,X.,C., 5.1.6
s2345,Dem. 1.6,D.,, 1.6
s2346,Plat. Phaedo 91c,P.,Ph., 91c
s2346,Plat. Euthyd. 285c,P.,Eu., 285c
s2346,Xen. Anab. 7.1.8,X.,A., 7.1.8
s2346,Xen. Hell. 1.3.3,X.,H., 1.3.3
s2346,Plat. Prot. 325d,P.,Pr., 325d
s2346,Thuc. 1.17,T.,, 1.17
s2346,Dem. 24.45,D.,, 24.45
s2346,Aristoph. Cl. 229,Ar.,Nub., 229
s2346,Xen. Anab. 4.7.5,X.,A., 4.7.5
s2346,Plat. Gorg. 516e,P.,G., 516e
s2349,Dem. 19.172,D.,, 19.172
s2349,Thuc. 5.68,T.,, 5.68
s2349,Soph. El. 1450,S.,El., 1450
s2350,Xen. Anab. 1.1.10,X.,A., 1.1.10
s2350,Xen. Hell. 1.4.20,X.,H., 1.4.20
s2350,Thuc. 5.32,T.,, 5.32
s2351,Plat. Apol. 29b,P.,A., 29b
s2351,Aristoph. Cl. 154,Ar.,Nub., 154
s2352,Xen. Anab. 6.6.27,X.,A., 6.6.27
s2352,Eur. Hec. 1206,E.,Hec., 1206
s2352,Eur. Supp. 621,E.,Supp., 621
s2353,Dem. 49.58,D.,, 49.58
s2353,Xen. Mem. 1.5.3,X.,M., 1.5.3
s2353,Isoc. 6.25,I.,, 6.25
s2353,Xen. Cyrop. 3.3.55,X.,C., 3.3.55
s2353,Dem. 49.58,D.,, 49.58
s2354,Hom. Od. 12.112,H.,Od.,12.112
s2354,Thuc. 3.20,T.,, 3.20
s2354,Plat. Rep. 358b,P.,R., 358b
s2354,Thuc. 2.67,T.,, 2.67
s2356,Aristoph. Cl. 116,Ar.,Nub., 116
s2358,Eur. Orest. 566,E.,Or., 566
s2360,Dem. 18.21,D.,, 18.21
s2360,Xen. Cyrop. 1.6.43,X.,C., 1.6.43
s2360,Thuc. 2.39,T.,, 2.39
s2360,Eur. Hec. 786,E.,Hec., 786
s2360,Soph. Ant. 1032,S.,Ant., 1032
s2360,Hdt. 1.32,Hdt.,, 1.32
s2360,Hom. Od. 14.56,H.,Od.,14.56
s2360,Plat. Apol. 19e,P.,A., 19e
s2360,Hom. Od. 7.1,H.,Od.,7.1
s2360,Hom. Od. 5.484,H.,Od.,5.484
s2360,Hom. Od. 1.414,H.,Od.,1.414
s2360,Hom. Od. 1.4,H.,Od.,1.4
s2360,Eur. Ion 731,E.,Ion, 731
s2360,Thuc. 1.120,T.,, 1.120
s2360,Hom. Od. 8.138,H.,Od.,8.138
s2361,Thuc. 1.121,T.,, 1.121
s2361,Hom. Od. 1.4,H.,Od.,1.4
s2361,Pind. O. 1,Pind.,Ol., 1.3
s2361,Soph. OT 851,S.,O. T., 851
s2361,Hom. Il. 20.100,H.,Il.,20.100
s2361,Lys. 34.6,L.,, 34.6
s2361,Hom. Od. 17.539,H.,Od.,17.539
s2362,Plat. Euthyph. 9c,P.,Euth., 9c
s2363,Plat. Charm. 173c,P.,Charm., 173c
s2363,Xen. Ec. 8.10,X.,O., 8.10
s2363,Hom. Il. 11.386,H.,Il.,11.386
s2363,Hom. Il. 23.893,H.,Il.,23.893
s2363,Hom. Od. 4.388,H.,Od.,4.388
s2364,Plat. Hipp. Maj. 297e,P.,Hipp. M., 297e
s2364,Aeschin. 3.110,Aes.,, 3.110
s2364,Xen. Ec. 1.14,X.,O., 1.14
s2365,Xen. Cyrop. 2.1.9,X.,C., 2.1.9
s2365,Xen. Hunt. 12.21,X.,Ven., 12.22
s2365,Eur. Orest. 1132,E.,Or., 1132
s2365,Lys. 10.8,L.,, 10.8
s2367,Dem. 19.267,D.,, 19.267
s2367,Plat. Apol. 31d,P.,A., 31d
s2367,Dem. 18.190,D.,, 18.190
s2368,Xen. Hell. 7.4.8,X.,H., 7.4.8
s2368,Plat. Prot. 356b,P.,Pr., 356b
s2368,Plat. Hipp. Maj. 289c,P.,Hipp. M., 289c
s2368,Xen. Cyrop. 3.2.13,X.,C., 3.2.13
s2368,Dem. 18.195,D.,, 18.195
s2372,Xen. Anab. 3.2.24,X.,A., 3.2.24
s2372,,Men.,Sent., 108
s2372,Aesch. Lib. 296,A.,Ch., 296
s2372,Plat. Menex. 248d,P.,Menex., 248d
s2373,Soph. Ant. 229,S.,Ant., 229
s2374,Soph. Aj. 962,S.,Aj., 962
s2374,Soph. OT 1516,S.,O. T., 1516
s2375,Soph. OT 408,S.,O. T., 408
s2375,Soph. OT 302,S.,O. T., 302
s2375,Plat. Lach. 182c,P.,Lach., 182c
s2376,Plat. Apol. 30c,P.,A., 30c
s2377,Thuc. 2.11,T.,, 2.11
s2377,Soph. Aj. 1127,S.,Aj., 1127
s2377,Soph. Ant. 90,S.,Ant., 90
s2378,Dem. 16.24,D.,, 16.24
s2378,Isaeus 11.23,Is.,, 11.23
s2378,Lys. 31.20,L.,, 31.20
s2378,Aeschin. 3.211,Aes.,, 3.211
s2378,Antiph. 5.27,Ant.,, 5.27
s2378,Dem. 41.15,D.,, 41.15
s2378,Lys. 20.23,L.,, 20.23
s2378,Andoc. 1.21,And.,, 1.21
s2379,Xen. Horse. 1.17,X.,Eq., 1.17
s2379,Plat. Euthyph. 4b,P.,Euth., 4b
s2379,Lys. 16.8,L.,, 16.8
s2380,Plat. Prot. 333c,P.,Pr., 333c
s2381,Xen. Cyrop. 2.1.8,X.,C., 2.1.8
s2381,Plat. Apol. 20e,P.,A., 20e
s2382,Dem. 21.205,D.,, 21.205
s2386,Hom. Od. 2.1,H.,Od.,2.1
s2387,Hom. Il. 14.248,H.,Il.,14.248
s2388,Thuc. 1.13,T.,, 1.13
s2388,Thuc. 5.72,T.,, 5.72
s2388,Xen. Cyrop. 1.3.7,X.,C., 1.3.7
s2388,Thuc. 6.29,T.,, 6.29
s2388,Xen. Anab. 1.1.1,X.,A., 1.1.1
s2395,Plat. Menex. 245a,P.,Menex., 245a
s2395,Xen. Anab. 3.4.49,X.,A., 3.4.49
s2395,Xen. Hell. 1.1.29,X.,H., 1.1.29
s2395,Dem. 23.193,D.,, 23.193
s2395,Xen. Cyrop. 1.6.12,X.,C., 1.6.12
s2395,Xen. Anab. 1.6.5,X.,A., 1.6.5
s2395,Xen. Anab. 2.2.15,X.,A., 2.2.15
s2395,Xen. Cyrop. 5.3.25,X.,C., 5.3.25
s2395,Thuc. 3.10,T.,, 3.10
s2395,Xen. Anab. 3.1.33,X.,A., 3.1.33
s2395,Dem. 1.20,D.,, 1.20
s2396,Dem. 18.14,D.,, 18.14
s2396,Plat. Crat. 396c,P.,Crat., 396c
s2397,Plat. Rep. 354c,P.,R., 354c
s2398,Dem. 19.262,D.,, 19.262
s2398,Hom. Od. 8.318,H.,Od.,8.318
s2399,Soph. Aj. 1117,S.,Aj., 1117
s2400,Dem. 6.35,D.,, 6.35
s2401,Xen. Cyrop. 4.4.11,X.,C., 4.4.11
s2401,Soph. Ant. 91,S.,Ant., 91
s2401,Dem. 4.14,D.,, 4.14
s2401,Dem. 21.130,D.,, 21.130
s2401,Xen. Anab. 5.1.4,X.,A., 5.1.4
s2401,Xen. Cyrop. 3.3.46,X.,C., 3.3.46
s2402,Thuc. 4.41,T.,, 4.41
s2403,Dem. 19.14,D.,, 19.14
s2404,Xen. Mem. 2.1.18,X.,M., 2.1.18
s2404,Xen. Cyrop. 5.3.13,X.,C., 5.3.13
s2405,Hom. Il. 24.227,H.,Il.,24.227
s2405,Hom. Od. 4.222,H.,Od.,4.222
s2406,Dem. 4.31,D.,, 4.31
s2407,Xen. Cav. 7.4,X.,Hipp., 7.4
s2407,Hom. Il. 3.55,H.,Il.,3.55
s2408,Xen. Anab. 3.5.18,X.,A., 3.5.18
s2409,Hdt. 1.17,Hdt.,, 1.17
s2410,Aristoph. Cl. 1458,Ar.,Nub., 1458
s2410,Dem. 9.69,D.,, 9.69
s2410,Plat. Apol. 31d,P.,A., 31d
s2410,Aesch. Pers. 742,A.,Pers., 742
s2411,Lys. 12.41,L.,, 12.41
s2411,Xen. Ec. 1.23,X.,O., 1.23
s2411,Thuc. 1.21,T.,, 1.21
s2411,Aeschin. 3.233,Aes.,, 3.233
s2412,Soph. Ant. 1025,S.,Ant., 1025
s2413,Lys. 22.22,L.,, 22.22
s2414,Xen. Anab. 1.2.7,X.,A., 1.2.7
s2414,Xen. Cyrop. 8.1.44,X.,C., 8.1.44
s2414,Plat. Phaedo 59d,P.,Ph., 59d
s2415,Hom. Od. 24.254,H.,Od.,24.254
s2416,Xen. Cyrop. 7.1.10,X.,C., 7.1.10
s2417,Xen. Mem. 3.4.3,X.,M., 3.4.3
s2417,Xen. Anab. 4.7.16,X.,A., 4.7.16
s2419,Hom. Od. 6.79,H.,Od.,6.79
s2419,Hom. Od. 4.799,H.,Od.,4.799
s2419,Hom. Od. 5.385,H.,Od.,5.385
s2419,Hom. Od. 19.367,H.,Od.,19.367
s2419,Hom. Od. 9.375,H.,Od.,9.375
s2420,Dem. 27.5,D.,, 27.5
s2420,Xen. Hell. 5.4.37,X.,H., 5.4.37
s2420,Thuc. 3.102,T.,, 3.102
s2420,Aristoph. Kn. 133,Ar.,Eq., 133
s2420,Xen. Hell. 4.4.9,X.,H., 4.4.9
s2420,Lys. 13.25,L.,, 13.25
s2420,Xen. Hell. 5.3.25,X.,H., 5.3.25
s2420,Thuc. 5.35,T.,, 5.35
s2420,Xen. Hell. 3.2.20,X.,H., 3.2.20
s2420,Isaeus 1.10,Is.,, 1.10
s2421,Andoc. 1.81,And.,, 1.81
s2421,Soph. Trach. 687,S.,Tr., 687
s2421,Plat. Phaedo 101d,P.,Ph., 101d
s2421,Aesch. Pers. 450,A.,Pers., 450
s2421,Xen. Hell. 2.3.48,X.,H., 2.3.48
s2422,Thuc. 5.60,T.,, 5.60
s2424,Xen. Hell. 5.4.37,X.,H., 5.4.37
s2424,Plat. Theaet. 155a,P.,Th., 155a
s2425,Hdt. 9.58,Hdt.,, 9.58
s2425,Isoc. 17.12,I.,, 17.12
s2425,Xen. Cyrop. 7.5.39,X.,C., 7.5.39
s2427,Xen. Hell. 4.4.9,X.,H., 4.4.9
s2428,Dem. 18.48,D.,, 18.48
s2429,Lys. 25.26,L.,, 25.26
s2429,Isoc. 4.165,I.,, 4.165
s2433,Xen. Anab. 5.7.12,X.,A., 5.7.12
s2433,Isoc. 4.173,I.,, 4.173
s2438,Thuc. 2.62,T.,, 2.62
s2438,Hom. Il. 24.551,H.,Il.,24.551
s2438,Hom. Il. 21.580,H.,Il.,21.580
s2440,Thuc. 8.12,T.,, 8.12
s2441,Thuc. 7.39,T.,, 7.39
s2441,Xen. Anab. 2.5.33,X.,A., 2.5.33
s2441,Thuc. 3.104,T.,, 3.104
s2441,Thuc. 3.29,T.,, 3.29
s2441,Aeschin. 1.64,Aes.,, 1.64
s2441,Thuc. 1.132,T.,, 1.132
s2441,Xen. Hell. 7.4.18,X.,H., 7.4.18
s2441,Isoc. 16.8,I.,, 16.8
s2441,Xen. Anab. 1.2.26,X.,A., 1.2.26
s2441,Dem. 9.61,D.,, 9.61
s2442,Dem. 20.96,D.,, 20.96
s2444,Xen. Cyrop. 2.2.8,X.,C., 2.2.8
s2444,Isoc. 1.24,I.,, 1.24
s2444,Xen. Ec. 12.1,X.,O., 12.1
s2444,Plat. Rep. 487e,P.,R., 487e
s2444,Xen. Anab. 5.7.12,X.,A., 5.7.12
s2445,Plat. Phaedo 114b,P.,Ph., 114b
s2445,Aeschin. 3.235,Aes.,, 3.235
